Fine aggregate (kg/m3),Coarse aggregate (kg/m3),molarity,NaOh(kg/m3),Na2SiO3,fly ash,Water,superplastisizer,curing temp,DAYS,CS
547,1277,10,51,128,397,0,0,70,28,36
547,1277,10,51,128,397,0,0,80,3,27
547,1277,10,51,128,397,0,0,80,7,34
547,1277,10,51,128,397,0,0,80,28,37
547,1277,10,51,128,397,0,0,90,3,28
547,1277,10,51,128,397,0,0,90,7,32
547,1277,10,51,128,397,0,0,90,28,34
547,1277,10,51,128,397,0,0,100,3,27
547,1277,10,51,128,397,0,0,100,7,32
547,1277,10,51,128,397,0,0,100,28,38
562,1311,10,50,117,364,0,0,60,3,26
562,1311,10,50,117,364,0,0,60,7,31
562,1311,10,50,117,364,0,0,60,28,38
576,1344,10,42,106,331,0,0,60,3,27
576,1344,10,42,106,331,0,0,60,7,29
576,1344,10,42,106,331,0,0,60,28,34
590,1377,10,38,96,298,0,0,60,3,21
590,1377,10,38,96,298,0,0,60,7,24
590,1377,10,38,96,298,0,0,60,28,34
533,1243,12,55,138,430,0,0,60,3,25
533,1243,12,55,138,430,0,0,60,7,31
533,1243,12,55,138,430,0,0,60,28,36
547,1277,12,50,128,397,0,0,60,3,26
547,1277,12,50,128,397,0,0,60,7,32
547,1277,12,50,128,397,0,0,60,28,37
547,1277,12,50,128,397,0,0,70,3,27
547,1277,12,50,128,397,0,0,70,7,33
547,1277,12,50,128,397,0,0,70,28,38
547,1277,12,50,128,397,0,0,80,3,28
547,1277,12,50,128,397,0,0,80,7,36
547,1277,12,50,128,397,0,0,80,28,38
547,1277,12,50,128,397,0,0,90,3,30
547,1277,12,50,128,397,0,0,90,7,35
547,1277,12,50,128,397,0,0,90,28,39
547,1277,12,50,128,397,0,0,100,3,29
547,1277,12,50,128,397,0,0,100,7,33
547,1277,12,50,128,397,0,0,100,28,39
562,1277,12,47,117,364,0,0,60,3,27
562,1311,12,47,117,364,0,0,60,7,33
562,1311,12,47,117,364,0,0,60,28,37
576,1311,12,42,106,331,0,0,60,3,24
576,1344,12,42,106,331,0,0,60,7,33
576,1344,12,42,106,331,0,0,60,28,37
590,1344,12,158,96,298,0,0,60,3,23
590,1377,12,158,96,298,0,0,60,7,29
590,1377,12,158,96,298,0,0,60,28,34
533,1243,14,55,138,430,0,0,60,3,22
533,1243,14,55,138,430,0,0,60,7,33
533,1243,14,55,138,430,0,0,60,28,38
547,1277,14,51,128,397,0,0,60,3,27
547,1277,14,51,128,397,0,0,60,7,34
547,1277,14,51,128,397,0,0,60,28,38
547,1277,14,51,128,397,0,0,70,3,22
547,1277,14,51,128,397,0,0,70,7,33
547,1277,14,51,128,397,0,0,70,28,36
547,1277,14,51,128,397,0,0,80,3,28
547,1277,14,51,128,397,0,0,80,7,34
547,1277,14,51,128,397,0,0,80,28,39
547,1277,14,51,128,397,0,0,90,3,29
547,1277,14,51,128,397,0,0,90,7,34
547,1277,14,51,128,397,0,0,90,28,37
547,1277,14,51,128,397,0,0,100,3,29
547,1277,14,51,128,397,0,0,100,7,33
547,1277,14,51,128,397,0,0,100,28,38
562,1311,14,47,117,364,0,0,60,3,27
562,1311,14,47,117,364,0,0,60,7,36
562,1311,14,47,117,364,0,0,60,28,39
576,1344,14,42,106,331,0,0,60,3,27
576,1344,14,42,106,331,0,0,60,7,33
576,1344,14,42,106,331,0,0,60,28,37
590,1377,14,45,96,298,0,0,60,3,27
590,1377,14,45,96,298,0,0,60,7,33
590,1377,14,45,96,298,0,0,60,28,39
600,1200,10,80,120,450,0,9,22,7,12
600,1200,10,80,120,450,0,9,22,14,15
600,1200,10,80,120,450,0,9,22,28,18
600,1200,12,80,120,450,0,9,22,7,16.5
600,1200,12,80,120,450,0,9,22,14,24
600,1200,12,80,120,450,0,9,22,28,27.5
600,1200,14,80,120,450,0,9,22,7,17
600,1200,14,80,120,450,0,9,22,14,26.5
600,1200,14,80,120,450,0,9,22,28,28.5
521.8,1142.7,10,110,120,410,2.3,8.2,22,7,8
521.8,1142.7,10,110,120,410,2.3,8.2,22,14,13
521.8,1142.7,10,110,120,410,2.3,8.2,22,28,11
521.8,1142.7,12,110,120,410,2.3,8.2,22,7,16
521.8,1142.7,12,110,120,410,2.3,8.2,22,14,20
521.8,1142.7,12,110,120,410,2.3,8.2,22,28,25
521.8,1142.7,14,110,120,410,2.3,8.2,22,7,15
521.8,1142.7,14,110,120,410,2.3,8.2,22,14,18
521.8,1142.7,14,110,120,410,2.3,8.2,22,28,22.5
643,1194,14,81,122,406,0,0,90,28,35.5
643,1194,14,97,146,406,0,0,90,28,39.5
643,1194,14,114,171,406,0,0,90,28,40.4
643,1194,14,58,45,406,0,0,90,28,39.2
643,1194,14,70,174,406,0,0,90,28,39.8
643,1194,14,81,203,406,0,0,90,28,42.3
643,1194,14,45,158,406,0,0,90,28,47.8
643,1194,14,54,189,406,0,0,90,28,48.4
643,1194,14,63,221,406,0,0,90,28,49.7
539,1201,8,57.1,142.9,460,0,0,20,90,35.2
539,1201,8,57.1,142.9,460,0,0,100,90,52
539,1201,8,57.1,142.9,460,0,0,200,90,58
539,1201,8,57.1,142.9,460,0,0,400,90,54.8
539,1201,8,57.1,142.9,460,0,0,600,90,46
539,1201,8,57.1,142.9,460,0,0,800,90,17.4
539,1201,8,57.1,142.9,460,0,0,1000,90,15.3
539,1201,8,57.1,142.9,460,0,0,20,90,39.4
539,1201,8,57.1,142.9,460,0,0,100,90,63.5
539,1201,8,57.1,142.9,460,0,0,200,90,71.6
539,1201,8,57.1,142.9,460,0,0,400,90,63.9
539,1201,8,57.1,142.9,460,0,0,600,90,50
539,1201,8,57.1,142.9,460,0,0,800,90,22.2
539,1201,8,57.1,142.9,460,0,0,1000,90,19.5
539,1201,14,50,150,460,0,0,20,90,43.2
539,1201,14,50,150,460,0,0,100,90,63.9
539,1201,14,50,150,460,0,0,200,90,69.9
539,1201,14,50,150,460,0,0,400,90,57.9
539,1201,14,50,150,460,0,0,600,90,49.2
539,1201,14,50,150,460,0,0,800,90,21.7
539,1201,14,50,150,460,0,0,1000,90,15.3
539,1201,14,50,150,460,0,0,20,90,72.8
539,1201,14,50,150,460,0,0,100,90,87.6
539,1201,14,50,150,460,0,0,200,90,89.7
539,1201,14,50,150,460,0,0,400,90,80.9
539,1201,14,50,150,460,0,0,600,90,72.3
539,1201,14,50,150,460,0,0,800,90,23.1
539,1201,14,50,150,460,0,0,1000,90,15
639.4,959.4,8,121.8,304.5,639.4,0,25.6,25,3,12.67
639.4,959.4,8,121.8,304.5,639.4,0,25.6,25,7,18.6
639.4,959.4,8,121.8,304.5,639.4,0,25.6,25,28,31.2
639.4,959.4,8,121.8,304.5,639.4,0,25.6,60,3,36.8
639.4,959.4,8,121.8,304.5,639.4,0,25.6,60,7,19.9
639.4,959.4,8,121.8,304.5,639.4,0,25.6,60,28,37.4
639.4,959.4,8,121.8,304.5,639.4,0,25.6,70,3,30
639.4,959.4,8,121.8,304.5,639.4,0,25.6,70,7,31.6
639.4,959.4,8,121.8,304.5,639.4,0,25.6,70,28,36
639.4,959.4,8,121.8,304.5,639.4,0,25.6,80,3,35
639.4,959.4,8,121.8,304.5,639.4,0,25.6,80,7,32.4
639.4,959.4,8,121.8,304.5,639.4,0,25.6,80,28,51.2
639.4,959.4,8,121.8,304.5,639.4,0,25.6,100,3,20.7
639.4,959.4,8,121.8,304.5,639.4,0,25.6,100,7,19.2
639.4,959.4,8,121.8,304.5,639.4,0,25.6,100,28,35
600,1200,8,60,60,400,0,0,25,28,21.5
600,1200,8,60,60,400,0,0,400,28,38
600,1200,8,60,60,400,0,0,600,28,20
600,1200,8,60,60,400,0,0,800,28,16
600,1200,8,60,60,400,0,0,1000,28,11
544,1212,8,61.3,122.7,460,,0,,7,37.6
544,1212,8,61.3,122.7,460,,0,25,28,39.5
544,1212,8,61.3,122.7,460,,0,25,480,45.8
544,1212,10,52.6,131.4,460,,0,25,7,52.2
544,1212,10,52.6,131.4,460,,0,25,28,54.3
544,1212,10,52.6,131.4,460,,0,25,480,65.5
544,1212,12,44.9,139.1,460,,0,25,7,57.1
544,1212,12,44.9,139.1,460,,0,25,28,60.4
544,1212,12,44.9,139.1,460,,0,25,480,72.1
544,1212,14,36.8,147.2,460,,0,25,7,52.3
544,1212,14,36.8,147.2,460,,0,25,28,56.5
544,1212,14,36.8,147.2,460,,0,25,480,73.7
539,1201,8,57.2,142.9,460,,0,25,7,38.1
539,1201,8,57.2,142.9,460,,0,25,28,40.7
539,1201,8,57.2,142.9,460,,0,25,480,50.7
539,1201,10,66.7,133.4,460,,0,25,7,61.5
539,1201,10,66.7,133.4,460,,0,25,28,61.9
539,1201,10,66.7,133.4,460,,0,25,480,71
539,1201,12,40,160.1,460,,0,25,7,47.3
539,1201,12,40,160.1,460,,0,25,28,49.9
539,1201,12,40,160.1,460,,0,25,480,62.8
539,1201,14,48.8,151.3,460,,0,25,7,71.1
539,1201,14,48.8,151.3,460,,0,25,28,72.3
539,1201,14,48.8,151.3,460,,0,25,480,80.7
533,1186,8,53.9,166.9,460,,0,25,7,34.8
533,1186,8,53.9,166.9,460,,0,25,28,36.8
533,1186,8,53.9,166.9,460,,0,25,480,47.8
533,1186,10,44.2,176.6,460,,0,25,7,34.3
533,1186,10,44.2,176.6,460,,0,25,28,41.4
533,1186,10,44.2,176.6,460,,0,25,480,52.6
533,1186,12,73.6,147.2,460,,0,25,7,65.9
533,1186,12,73.6,147.2,460,,0,25,28,70.4
533,1186,12,73.6,147.2,460,,0,25,480,83.3
533,1186,14,63.1,157.7,460,,0,25,7,72.6
533,1186,14,63.1,157.7,460,,0,25,28,73.2
533,1186,14,63.1,157.7,460,,0,25,480,88.7
527,1174,8,47.8,191.4,460,,0,25,7,24.1
527,1174,8,47.8,191.4,460,,0,25,28,25.7
527,1174,8,47.8,191.4,460,,0,25,480,34.3
527,1174,10,58.3,180.9,460,,0,25,7,36.6
527,1174,10,58.3,180.9,460,,0,25,28,39.6
527,1174,10,58.3,180.9,460,,0,25,480,51.5
527,1174,12,68.3,170.9,460,,0,25,7,58.4
527,1174,12,68.3,170.9,460,,0,25,28,61.9
527,1174,12,68.3,170.9,460,,0,25,480,75.5
527,1174,14,79.7,159.5,460,,0,25,7,64.6
527,1174,14,79.7,159.5,460,,0,25,28,66.6
527,1174,14,79.7,159.5,460,,0,25,480,84.5
